47675,Seventh Bike Store,47948.7516,1033.55,US pound
47676,Professional Cycle Store,29482.0603,761.44,US pound
47677,Real Sporting Goods,41679.2782,858.37,US pound
47678,Full Sports Supply,6919.2582,117.59,US pound
47680,Spare Parts Co.,29157.5473,645.72,US pound
47681,Valuable Bike Parts Company,28874.4471,547.08,US pound
47683,First Bike Store,82582.8222,13750.00,Gram
47683,First Bike Store,82582.8222,2049.10,US pound
47684,Trusted Catalog Store,1692.4137,23.77,US pound
47685,Casual Bicycle Store,51197.9881,985.10,US pound
47687,Separate Parts Corporation,47238.6521,4050.00,Gram
47687,Separate Parts Corporation,47238.6521,990.95,US pound
47688,Road-Way Mart,2485.7036,47.54,US pound
47689,Area Bike Accessories,812.4274,650.00,Gram
47689,Area Bike Accessories,812.4274,18.42,US pound
47690,General Bike Corporation,2960.1511,1050.00,Gram
47690,General Bike Corporation,2960.1511,100.65,US pound
47692,Distant Inn,3604.1268,1050.00,Gram
47692,Distant Inn,3604.1268,134.47,US pound
47693,Better Bike Shop,33129.1617,709.63,US pound
47694,Friendly Bike Shop,72337.8288,5500.00,Gram
47694,Friendly Bike Shop,72337.8288,2109.00,US pound
47696,Leather Seat Factory,60516.8114,1074.05,US pound
47698,"Great Bikes ",72887.4109,1592.82,US pound
47699,Western Bike Supplies,6174.861,1050.00,Gram
47699,Western Bike Supplies,6174.861,254.09,US pound
47700,Go-cart and Bike Specialists,35142.7647,510.83,US pound
47701,First Department Stores,6413.6311,118.79,US pound
47702,This Area Sporting Goods,7536.3114,141.36,US pound
47703,Activity Center,6185.5671,1050.00,Gram
47703,Activity Center,6185.5671,234.01,US pound
47704,Instant Cycle Store,648.9054,4.60,US pound
47705,Steel Inc.,18715.3153,601.97,US pound
47706,Grand Discount Store,29731.4902,505.03,US pound
47708,Top Sports Supply,66707.6253,1154.05,US pound
47709,Bikes for Kids and Adults,5360.1565,94.66,US pound
47710,Curbside Universe,183.9382,2.32,US pound
47712,Fitness Toy Store,99262.9841,7450.00,Gram
47712,Fitness Toy Store,99262.9841,2224.22,US pound
47713,Weekend Tours,67.539,1050.00,Gram
47714,Small Cycle Store,3863.8275,3150.00,Gram
47714,Small Cycle Store,3863.8275,119.21,US pound
47715,Grease and Oil Products Company,3784.6176,137.01,US pound
47716,Exhilarating Cycles,48997.224,5300.00,Gram
47716,Exhilarating Cycles,48997.224,1053.64,US pound
47717,Racing Association,1409.382,59.37,US pound
47718,Eastside Sporting Goods,86493.3807,13550.00,Gram
47718,Eastside Sporting Goods,86493.3807,1920.26,US pound
47719,Official Parts Shop,9845.1474,4200.00,Gram
47719,Official Parts Shop,9845.1474,375.13,US pound
47720,Bike Dealers Association,43386.8027,8700.00,Gram
47720,Bike Dealers Association,43386.8027,1072.17,US pound
47721,Prosperous Tours,52719.4376,5750.00,Gram
47721,Prosperous Tours,52719.4376,1186.51,US pound
47722,Retail Sporting Goods,183.9382,2.32,US pound
47723,Extended Tours,1308.9375,14.77,US pound
47724,Futuristic Sport Distributors,48434.2657,8250.00,Gram
47724,Futuristic Sport Distributors,48434.2657,1174.42,US pound
47725,Rally Day Mall,43807.0013,5350.00,Gram
47725,Rally Day Mall,43807.0013,863.80,US pound
47726,Juvenile Sports Equipment,28570.8366,557.25,US pound
47727,Worthwhile Activity Store,209.256,2.73,US pound
47728,Retail Toy Store,1308.9375,15.42,US pound
47729,Spoke Manufacturers,324.4527,2.18,US pound
47730,Classic Cycle Store,26305.4643,552.83,US pound
47960,Metro Manufacturing,11547.357,215.01,US pound
47961,Plastic Parts Company,647.994,26.13,US pound
47962,Catalog Store,38499.6136,579.58,US pound
47963,Two-Wheeled Transit Company,5031.8056,94.24,US pound
47964,Retreat Inn,2618.892,3400.00,Gram
47964,Retreat Inn,2618.892,34.67,US pound
47965,New and Used Bicycles,49578.7581,3650.00,Gram
47965,New and Used Bicycles,49578.7581,1047.73,US pound
47966,Gasless Cycle Shop,4940.797,175.76,US pound
47967,Mercantile Outlet,38408.1469,615.22,US pound
47969,Finished Parts Shop,8724.1741,165.13,US pound
47970,Brakes and Gears,72224.6384,1560.01,US pound
47971,Sunny Place Bikes,5637.528,232.76,US pound
47972,Professional Containers and Packaging Co.,3048.5294,46.70,US pound
47973,General Supplies,47151.2741,6550.00,Gram
47973,General Supplies,47151.2741,995.53,US pound
47974,Non-Slip Pedal Company,642.6492,17.35,US pound
47975,Retail Sales and Service,49380.0704,9550.00,Gram
47975,Retail Sales and Service,49380.0704,998.69,US pound
47976,Traditional Department Stores,40041.8772,875.28,US pound
47977,Professional Cyclists,8206.4946,68.40,US pound
47978,National Manufacturing,23268.741,3000.00,Gram
47978,National Manufacturing,23268.741,642.11,US pound
47979,Urban Sports Emporium,3554.6638,3150.00,Gram
47979,Urban Sports Emporium,3554.6638,101.42,US pound
47980,Bikes and Motorbikes,22534.867,3150.00,Gram
47980,Bikes and Motorbikes,22534.867,533.25,US pound
47981,Sixth Bike Store,2709.6518,47.12,US pound
47983,Exotic Bikes,469.794,18.77,US pound
47984,Highway Bike Shop,5887.3122,4200.00,Gram
47984,Highway Bike Shop,5887.3122,164.09,US pound
47986,Closeout Boutique,87654.2364,1552.52,US pound
47987,Field Trip Inc,1597.9839,59.70,US pound
47988,Tenth Bike Store,95370.5312,9100.00,Gram
47988,Tenth Bike Store,95370.5312,1951.45,US pound
47989,Mechanical Products Ltd.,7477.5973,1050.00,Gram
47989,Mechanical Products Ltd.,7477.5973,244.94,US pound
47990,Totes & Baskets Company,100216.5341,6000.00,Gram
47990,Totes & Baskets Company,100216.5341,2067.23,US pound
47991,Frugal Bike Shop,35291.1994,724.47,US pound
47992,Bike Experts,43496.3848,714.27,US pound
47993,Lubricant and Grease Suppliers,9138.3399,165.49,US pound
47994,Quantity Discounts,47221.4229,5500.00,Gram
47994,Quantity Discounts,47221.4229,1042.55,US pound
47995,Grand Sport Boutique,14495.9644,7350.00,Gram
47995,Grand Sport Boutique,14495.9644,565.93,US pound
47996,Bicycle Lines Distributors,40134.6567,741.82,US pound
47997,Progressive Sports,4162.9556,71.31,US pound
47998,Moderately-Priced Bikes Store,11405.6226,213.39,US pound
47999,Permanent Finish Products,34148.3461,650.32,US pound
48000,Major Cycling,780.8182,2.12,US pound
48001,Front Sporting Goods,36396.9284,729.13,US pound
48002,Wholesale Bikes,4610.739,3150.00,Gram
48002,Wholesale Bikes,4610.739,174.15,US pound
48004,Fun Times Club,44025.5899,5150.00,Gram
48004,Fun Times Club,44025.5899,993.42,US pound
48005,Metropolitan Equipment,87994.6863,6750.00,Gram
48005,Metropolitan Equipment,87994.6863,1475.17,US pound
48006,Rural Mountain Bike Mart,14563.614,597.98,US pound
48007,Ace Bicycle Supply,647.994,26.42,US pound
48009,Major Amusement Company,7980.9201,142.98,US pound
48010,Registered Cycle Store,66141.7711,1121.62,US pound
48011,Riverside Company,7516.704,309.56,US pound
48012,Preferred Bikes,51103.1263,8500.00,Gram
48012,Preferred Bikes,51103.1263,898.39,US pound
48013,Travel Systems,1998.4284,850.00,Gram
48013,Travel Systems,1998.4284,16.86,US pound
48014,Outdoor Sports Supply,209.256,2.73,US pound
48015,Village Tours,3025.7355,47.12,US pound
48016,Mountain Bike Center,44297.9357,8100.00,Gram
48016,Mountain Bike Center,44297.9357,986.82,US pound
48017,Fashionable Department Stores,36304.538,586.46,US pound
48018,Tiny Bike Boutique,44583.9686,7450.00,Gram
48018,Tiny Bike Boutique,44583.9686,970.75,US pound
48019,Mountain Emporium,6214.259,120.65,US pound
48020,Manufacturers Inc,7573.9797,3150.00,Gram
48020,Manufacturers Inc,7573.9797,294.53,US pound
48021,Executive Gift Store,35564.8016,611.34,US pound
48022,Family's Favorite Bike Shop,4038.8509,32.17,US pound
48023,Primary Bike Distributors,31147.1853,2100.00,Gram
48023,Primary Bike Distributors,31147.1853,877.52,US pound
48025,Scratch-Resistant Finishes Company,1366.2229,23.77,US pound
48026,Lease-a-Bike Shop,46280.8779,7400.00,Gram
48026,Lease-a-Bike Shop,46280.8779,1076.55,US pound
48028,Downhill Bicycle Specialists,32755.9308,536.07,US pound
48030,Standard Bikes,3259.0306,47.12,US pound
48031,Commerce Bicycle Specialists,36513.5572,737.16,US pound
48032,Leisure Clearing House,2449.1909,850.00,Gram
48032,Leisure Clearing House,2449.1909,21.56,US pound
48033,Custom Accessories Company,47565.7446,650.00,Gram
48033,Custom Accessories Company,47565.7446,1240.77,US pound
48034,Guaranteed Sales and Service,15617.7534,6300.00,Gram
48034,Guaranteed Sales and Service,15617.7534,606.91,US pound
48035,Uttermost Bike Shop,52295.4773,4900.00,Gram
48035,Uttermost Bike Shop,52295.4773,980.99,US pound
48036,Neighborhood Store,34718.3544,1050.00,Gram
48036,Neighborhood Store,34718.3544,994.11,US pound
48037,Finer Riding Supplies,20859.9112,234.82,US pound
48038,Finer Cycle Shop,8218.6358,141.78,US pound
48039,General Department Stores,1720.802,5.44,US pound
48040,Transportation Options,1503.2122,5.40,US pound
48041,Big-Time Bike Store,10151.684,1700.00,Gram
48041,Big-Time Bike Store,10151.684,125.63,US pound
48042,Spa and Exercise Outfitters,2143.8403,28.85,US pound
48043,Farthermost Bike Shop,97455.6692,10400.00,Gram
48043,Farthermost Bike Shop,97455.6692,1915.06,US pound
48044,Largest Bike Store,217.332,2.48,US pound
48045,Client Discount Store,1153.7883,5.45,US pound
48048,Sheet Metal Manufacturing,95134.0915,8350.00,Gram
48048,Sheet Metal Manufacturing,95134.0915,1912.02,US pound
48049,Resale Services,41005.0451,792.86,US pound
48050,Bike Boutique,33644.3587,3650.00,Gram
48050,Bike Boutique,33644.3587,548.05,US pound
48051,Noiseless Gear Company,42754.9923,880.12,US pound
48052,Satin Finish Company,24644.2293,401.45,US pound
48053,Twelfth Bike Store,38319.8765,850.98,US pound
48054,Metropolitan Manufacturing,2818.764,115.05,US pound
48055,Alpine Ski House,2014.254,2100.00,Gram
48055,Alpine Ski House,2014.254,79.13,US pound
48056,Number 1 Supply,59569.2312,4850.00,Gram
48056,Number 1 Supply,59569.2312,1230.69,US pound
48057,Mail-Order Outlet,86679.6063,13350.00,Gram
48057,Mail-Order Outlet,86679.6063,1876.49,US pound
48059,Rewarding Activities Company,44241.9264,4050.00,Gram
48059,Rewarding Activities Company,44241.9264,1103.48,US pound
48060,Racing Bike Outlet,1409.382,59.13,US pound
48061,Pedal Systems Company,939.588,39.58,US pound
48062,Consolidated Sales,14288.7081,260.09,US pound
48063,eCommerce Bikes,36401.1336,566.51,US pound
48065,Reasonable Bicycle Sales,79066.7942,16200.00,Gram
48065,Reasonable Bicycle Sales,79066.7942,1847.92,US pound
48066,Sturdy Toys,39124.5205,840.12,US pound
48068,General Associates,2526.5694,39.04,US pound
48069,The Gear Store,66436.2142,1374.53,US pound
48070,Swift Cycles,183.9382,2.46,US pound
48071,Genial Bike Associates,34271.4228,611.47,US pound
48072,Leisure Activities,3920.3085,71.31,US pound
48073,Super Sports Store,10244.7396,118.94,US pound
48074,The Showroom,202.332,2.40,US pound
48075,Every Bike Shop,18768.9736,3850.00,Gram
48075,Every Bike Shop,18768.9736,264.26,US pound
48076,Fitness Sport Boutique,64525.5304,1344.33,US pound
48077,Wheelsets Storehouse,39668.0599,906.22,US pound
48078,Year-Round Sports,2458.9178,46.70,US pound
48079,Thorough Parts and Repair Services,43444.0996,5300.00,Gram
48079,Thorough Parts and Repair Services,43444.0996,946.55,US pound
48080,Affordable Sports Equipment,49789.1608,1500.00,Gram
48080,Affordable Sports Equipment,49789.1608,1016.17,US pound
48081,Exclusive Bicycle Mart,1466.01,15.13,US pound
48082,Seats and Saddles Company,1229.4589,23.77,US pound
48083,Brightwork Company,6941.8359,117.95,US pound
48084,Cycling Goods,3923.9585,1050.00,Gram
48084,Cycling Goods,3923.9585,139.88,US pound
48085,Sports Products Store,1141.92,42.40,US pound
48086,Area Sheet Metal Supply,67.539,1050.00,Gram
48087,Sure & Reliable Sporting Goods,47836.8929,5100.00,Gram
48087,Sure & Reliable Sporting Goods,47836.8929,952.25,US pound
48088,Oils and Fluids Warehouse,11173.6908,212.67,US pound
48089,Field Trip Store,60818.3513,1201.32,US pound
48090,Wonderful Bikes Inc.,7540.9104,4200.00,Gram
48090,Wonderful Bikes Inc.,7540.9104,257.83,US pound
48091,The Accessories Store,1308.9375,15.68,US pound
48286,The Bicycle Accessories Company,5637.528,231.88,US pound
48287,Online Bike Warehouse,198.036,650.00,Gram
48289,Demand Distributors,635.8102,7.28,US pound
48290,Painters Bicycle Specialists,9342.1184,3150.00,Gram
48290,Painters Bicycle Specialists,9342.1184,371.35,US pound
48291,Road Way Sales and Rental,736.1455,2.72,US pound
48292,Initial Bike Company,35418.1338,806.92,US pound
48293,Nearby Cycle Shop,36265.7138,767.60,US pound
48294,Metro Cycle Shop,2485.7036,46.70,US pound
48295,Eastside Department Store,79000.3618,8700.00,Gram
48295,Eastside Department Store,79000.3618,2071.29,US pound
48296,Sundry Sporting Goods,44080.9805,2100.00,Gram
48296,Sundry Sporting Goods,44080.9805,972.25,US pound
48297,Famous Bike Shop,7971.9658,143.70,US pound
48298,Self-Contained Cycle Parts Company,183.9382,2.40,US pound
48299,Rapid Bikes,37649.1609,669.47,US pound
48302,Principal Bike Company,324.4527,2.30,US pound
48304,Greater Bike Store,12686.0788,236.44,US pound
48305,Work and Play Association,600.2625,17.77,US pound
48306,Vigorous Exercise Company,89561.754,1591.31,US pound
48307,Corner Bicycle Supply,87693.7567,12800.00,Gram
48307,Corner Bicycle Supply,87693.7567,1868.68,US pound
48308,Successful Sales Company,3027.3802,2100.00,Gram
48308,Successful Sales Company,3027.3802,98.84,US pound
48309,Mountain Toy Store,489.9805,20.00,US pound
48310,Convenient Sales and Service,24679.6632,1300.00,Gram
48310,Convenient Sales and Service,24679.6632,478.96,US pound
48311,Bicycle Merchandise Warehouse,78756.7981,8900.00,Gram
48311,Bicycle Merchandise Warehouse,78756.7981,1736.94,US pound
48312,First Cycle Store,1152.0771,25.51,US pound
48313,Bike World,13285.8532,236.38,US pound
48314,Sports Products Store,4707.8632,2100.00,Gram
48314,Sports Products Store,4707.8632,176.77,US pound
48316,Beneficial Exercises and Activities,324.4527,2.30,US pound
48317,Getaway Inn,35416.9871,5300.00,Gram
48317,Getaway Inn,35416.9871,673.34,US pound
48318,World of Bikes,31261.9011,662.72,US pound
48319,Metro Sports Equipment,4971.4072,95.80,US pound
48321,Valley Toy Store,32197.4623,664.23,US pound
48322,Two Bike Shops,600.2625,18.13,US pound
48323,Remote Bicycle Specialists,3298.931,135.60,US pound
48324,Cycle Merchants,2451.1372,55.95,US pound
48325,Good Bike Shop,48509.9926,3600.00,Gram
48325,Good Bike Shop,48509.9926,1023.36,US pound
48326,Fad Outlet,1684.2578,19.86,US pound
48327,Racing Toys,3463.579,34.38,US pound
48328,Fashionable Bikes and Accessories,30063.6207,586.91,US pound
48329,Vigorous Sports Store,1070.0565,37.77,US pound
48331,Nice Bikes,3457.9857,31.55,US pound
48332,Racing Sales and Service,42866.5361,4450.00,Gram
48332,Racing Sales and Service,42866.5361,857.86,US pound
48333,"Fabrikam Inc., West",33557.6539,652.66,US pound
48334,Summer Sports Place,2458.9178,46.70,US pound
48335,"Bike Goods ",983.1502,4.52,US pound
48336,Outdoor Equipment Store,100452.5877,11950.00,Gram
48336,Outdoor Equipment Store,100452.5877,1989.51,US pound
48337,One Bike Company,12649.8919,235.60,US pound
48338,Metal Processing Company,3839.7654,1050.00,Gram
48338,Metal Processing Company,3839.7654,122.38,US pound
48339,Active Life Toys,49713.2287,4250.00,Gram
48339,Active Life Toys,49713.2287,999.40,US pound
48340,Family Cycle Store,26615.21,588.28,US pound
48341,Commercial Sporting Goods,70011.40,1132.87,US pound
48342,Online Bike Sellers,8699.9626,168.19,US pound
48343,Retread Tire Company,790.9342,9.82,US pound
48344,Economy Bikes Company,1242.8518,24.13,US pound
48345,Solid Bike Parts,4049.6465,47.23,US pound
48346,Grand Bicycle Stores,2458.9178,46.70,US pound
48347,Safe Cycles Shop,44305.4838,672.06,US pound
48348,Community Department Stores,4556.4245,70.47,US pound
48349,Riders Company,54184.2506,3600.00,Gram
48349,Riders Company,54184.2506,1080.43,US pound
48350,Rural Cycle Emporium,35251.0065,882.04,US pound
48351,General Cycle Storehouse,36305.9355,810.73,US pound
48352,Future Bikes,2283.84,83.93,US pound
48353,Sports Store,1529.5854,5.44,US pound
48354,Gear-Shift Bikes Limited,202.332,2.50,US pound
48356,Trailblazing Sports,27258.3596,392.32,US pound
48357,Optimal Bikes,246.4609,2.50,US pound
48359,Sales and Supply Company,79994.1743,1700.00,Gram
48359,Sales and Supply Company,79994.1743,2151.21,US pound
48360,Local Hardware Factory,11075.418,4200.00,Gram
48360,Local Hardware Factory,11075.418,447.87,US pound
48361,Bicycle Outfitters,11084.5422,850.00,Gram
48361,Bicycle Outfitters,11084.5422,136.52,US pound
48363,Elite Bikes,51034.7029,3400.00,Gram
48363,Elite Bikes,51034.7029,1104.02,US pound
48364,Third Bike Store,3423.9685,2100.00,Gram
48364,Third Bike Store,3423.9685,118.50,US pound
48365,Elemental Sporting Goods,10080.9959,189.62,US pound
48366,Discount Tours,1981.2567,78.47,US pound
48367,Fitness Hotel,2489.4544,42.36,US pound
48368,Modern Bike Store,183.9382,2.40,US pound
48369,Coalition Bike Company,4425.7929,16.25,US pound
48370,Small Bike Shop,36234.3369,836.15,US pound
48371,Famous Bike Sales and Service,4039.3958,3150.00,Gram
48371,Famous Bike Sales and Service,4039.3958,156.29,US pound
48373,Many Bikes Store,38235.7269,783.03,US pound
48374,Metropolitan Sports Supply,7921.746,2100.00,Gram
48374,Metropolitan Sports Supply,7921.746,312.69,US pound
48375,Paint Supply,30032.4467,469.87,US pound
48376,The New Bike Store,1409.382,58.26,US pound
48377,Active Cycling,1409.382,57.39,US pound
48378,Advanced Bike Components,42720.336,5750.00,Gram
48378,Advanced Bike Components,42720.336,1019.66,US pound
48379,Responsible Bike Dealers,1788.1822,23.77,US pound
48380,Chic Department Stores,33099.4312,569.32,US pound
48381,Central Discount Store,3045.615,47.90,US pound
48383,Finer Parts Shop,2940.8598,28.79,US pound
48384,Golf and Cycle Store,67778.5075,1137.37,US pound
48385,Remarkable Bike Store,7046.91,290.03,US pound
48386,Bulk Discount Store,51394.2049,3600.00,Gram
48386,Bulk Discount Store,51394.2049,999.24,US pound
48387,Bicycle Accessories and Kits,4069.2518,34.94,US pound
48389,Metropolitan Bicycle Supply,72958.7103,1334.64,US pound
48390,Certified Bicycle Supply,4296.2135,159.41,US pound
48391,Selected Distributors,3756.7587,70.89,US pound
48392,Larger Cycle Shop,50378.9269,7650.00,Gram
48392,Larger Cycle Shop,50378.9269,1136.79,US pound
48393,Excellent Riding Supplies,97962.4024,4450.00,Gram
48393,Excellent Riding Supplies,97962.4024,2004.16,US pound
48394,The Bike Mechanics,2485.7036,48.26,US pound
48395,Next-Door Bike Store,32562.6538,625.28,US pound
48396,Extraordinary Bike Works,31548.6467,562.44,US pound
48397,Retail Sporting Equipment,30460.4065,568.23,US pound
48398,Superlative Bikes,3711.1707,70.47,US pound
48399,Tachometers and Accessories,2595.6818,47.12,US pound
48730,Better Bike Shop,35984.4499,818.70,US pound
48731,Gift and Toy Store,7046.91,293.69,US pound
48732,Basic Bike Company,414.4407,2.30,US pound
48733,Recreation Toy Store,878.358,26.13,US pound
48734,Valuable Bike Parts Company,22956.3155,525.21,US pound
48735,First Bike Store,80097.995,1940.76,US pound
48737,Area Bike Accessories,1394.0205,38.32,US pound
48738,Distant Inn,3288.558,138.25,US pound
48739,Classic Cycle Store,20553.594,477.72,US pound
48740,Modular Cycle Systems,80857.134,4200.00,Gram
48740,Modular Cycle Systems,80857.134,1808.91,US pound
48741,Friendly Bike Shop,37020.0401,2100.00,Gram
48741,Friendly Bike Shop,37020.0401,979.53,US pound
48743,Countryside Company,627.768,8.19,US pound
48744,Leather Seat Factory,18986.0765,265.90,US pound
48745,Go-cart and Bike Specialists,8874.407,68.82,US pound
48746,"Great Bikes ",71599.4665,1622.85,US pound
48747,First Department Stores,8742.9763,164.71,US pound
48748,This Area Sporting Goods,1548.5749,23.35,US pound
48749,Western Bike Supplies,3288.558,137.29,US pound
48750,Retail Mall,53989.976,5500.00,Gram
48750,Retail Mall,53989.976,1310.61,US pound
48751,Seventh Bike Store,42079.4855,918.18,US pound
48752,Hobby Store,647.994,26.42,US pound
48753,Immediate Repair Shop,30333.7908,723.63,US pound
48754,Original Bicycle Supply Company,24351.9855,412.90,US pound
48755,Spare Parts Co.,24987.5865,599.58,US pound
48756,The Bike Shop,647.994,25.77,US pound
48757,Latest Sports Equipment,63864.7068,1480.43,US pound
48758,Real Sporting Goods,40230.98,812.42,US pound
48759,Trusted Catalog Store,1275.0469,23.35,US pound
48760,Juvenile Sports Equipment,21705.4863,411.67,US pound
48761,Citywide Service and Repair,29407.0435,3150.00,Gram
48761,Citywide Service and Repair,29407.0435,692.11,US pound
48762,General Bike Corporation,2818.764,115.51,US pound
48763,Steel Inc.,4802.334,113.92,US pound
48764,"Health Spa, Limited",41665.7599,7200.00,Gram
48764,"Health Spa, Limited",41665.7599,1263.58,US pound
48765,Associated Bikes,1499.1678,23.35,US pound
48766,Rally Day Mall,36874.6869,1050.00,Gram
48766,Rally Day Mall,36874.6869,887.41,US pound
48767,Professional Cycle Store,26692.5733,672.53,US pound
48768,Red Bicycle Company,32159.5245,767.72,US pound
48769,Bike Dealers Association,24016.5101,1050.00,Gram
48769,Bike Dealers Association,24016.5101,723.31,US pound
48770,Casual Bicycle Store,35765.7551,887.45,US pound
48771,Prosperous Tours,30663.3284,831.16,US pound
48772,Number One Bike Co.,4228.146,176.22,US pound
48773,Friendly Bike Shop,4228.146,175.86,US pound
48774,Full Sports Supply,3847.9347,70.47,US pound
48775,Separate Parts Corporation,39579.4797,4200.00,Gram
48775,Separate Parts Corporation,39579.4797,959.92,US pound
48776,Grand Discount Store,23264.4941,415.50,US pound
48777,Activity Center,3758.352,155.95,US pound
48778,Top Sports Supply,54444.9062,870.26,US pound
48779,Bikes for Kids and Adults,2631.8687,46.70,US pound
48780,Fitness Toy Store,46261.8667,2100.00,Gram
48780,Fitness Toy Store,46261.8667,1448.15,US pound
48781,Curbside Universe,403.8704,4.92,US pound
48782,Fifth Bike Store,469.794,18.77,US pound
48783,Weekend Tours,1308.9375,14.77,US pound
48785,Small Cycle Store,4228.146,172.81,US pound
48786,Exhilarating Cycles,22843.3007,1700.00,Gram
48786,Exhilarating Cycles,22843.3007,613.33,US pound
48787,Grease and Oil Products Company,4228.146,175.65,US pound
48788,Eastside Sporting Goods,85919.8459,3150.00,Gram
48788,Eastside Sporting Goods,85919.8459,1882.00,US pound
48789,Official Parts Shop,9865.674,412.73,US pound
48790,Extended Tours,1899.3625,75.80,US pound
48791,Futuristic Sport Distributors,28063.2571,818.58,US pound
48792,Spoke Manufacturers,469.794,18.77,US pound
48793,Worthwhile Activity Store,209.256,2.73,US pound
48794,Retail Toy Store,469.794,19.13,US pound
49039,Metro Manufacturing,5168.5696,94.24,US pound
49040,Catalog Store,17259.8627,325.87,US pound
49042,Retreat Inn,1839.291,34.67,US pound
49043,Suburban Cycle Shop,209.256,2.73,US pound
49044,Bike Products and Accessories,404.865,2.73,US pound
49045,Gasless Cycle Shop,7046.91,289.89,US pound
49046,Professional Containers and Packaging Co.,2595.6818,46.70,US pound
49047,Non-Slip Pedal Company,489.9805,19.13,US pound
49048,Urban Sports Emporium,4697.94,194.55,US pound
49050,Exotic Bikes,251.4772,1050.00,Gram
49050,Exotic Bikes,251.4772,2.40,US pound
49051,City Manufacturing,1242.8518,23.77,US pound
49052,Tenth Bike Store,88446.7968,1050.00,Gram
49052,Tenth Bike Store,88446.7968,1844.45,US pound
49053,Closeout Boutique,48743.2715,838.11,US pound
49054,Progressive Sports,1320.6349,23.35,US pound
49056,Ace Bicycle Supply,647.994,26.13,US pound
49057,Riverside Company,2348.97,95.15,US pound
49058,Preferred Bikes,38334.652,4200.00,Gram
49058,Preferred Bikes,38334.652,804.21,US pound
49059,Outdoor Sports Supply,263.25,2.73,US pound
49060,Standard Bikes,1411.8109,23.35,US pound
49061,Commerce Bicycle Specialists,38285.4856,810.12,US pound
49062,Downhill Bicycle Specialists,25710.6223,437.17,US pound
49064,Extreme Toy Store,8158.241,197.60,US pound
49065,Uttermost Bike Shop,42740.6653,968.83,US pound
49066,Custom Accessories Company,22577.6026,430.52,US pound
49067,Black Bicycle Company,1242.8518,23.35,US pound
49068,Guaranteed Sales and Service,11275.056,469.20,US pound
49069,Neighborhood Store,6123.1246,146.07,US pound
49070,Finer Riding Supplies,23623.3817,343.58,US pound
49071,General Department Stores,418.512,5.46,US pound
49072,Serious Cycles,10532.3468,211.09,US pound
49073,Finer Cycle Shop,2641.2698,47.54,US pound
49074,Big-Time Bike Store,20078.2551,6800.00,Gram
49074,Big-Time Bike Store,20078.2551,250.87,US pound
49075,Transportation Options,209.256,2.73,US pound
49076,Farthermost Bike Shop,79070.5683,3150.00,Gram
49076,Farthermost Bike Shop,79070.5683,1846.92,US pound
49077,Lots of Bikes Storehouse,647.994,26.13,US pound
49078,Spa and Exercise Outfitters,24617.2453,549.00,US pound
49079,Major Sporting Goods,469.794,19.42,US pound
49080,Client Discount Store,343.996,2.73,US pound
49081,Some Discount Store,1229.4589,23.35,US pound
49082,Valley Bicycle Distributors,672.2505,17.35,US pound
49083,Fleet Bikes,1229.4589,23.77,US pound
49084,Traditional Department Stores,24715.3619,485.60,US pound
49085,Mercantile Outlet,23124.2315,394.78,US pound
49086,Quantity Discounts,42594.4535,1050.00,Gram
49086,Quantity Discounts,42594.4535,916.42,US pound
49087,Major Cycling,324.4527,2.18,US pound
49088,Manufacturers Inc,5637.528,234.65,US pound
49089,Tire Exchange,1389.0169,23.35,US pound
49090,Tiny Bike Boutique,40433.3035,3150.00,Gram
49090,Tiny Bike Boutique,40433.3035,970.53,US pound
49091,New and Used Bicycles,43681.833,4200.00,Gram
49091,New and Used Bicycles,43681.833,962.64,US pound
49092,Front Sporting Goods,20053.9916,425.79,US pound
49093,Bicycle Lines Distributors,22243.3338,412.86,US pound
49094,General Supplies,44603.9551,1050.00,Gram
49094,General Supplies,44603.9551,979.21,US pound
49095,Brakes and Gears,66265.3313,1855.18,US pound
49096,Lubricant and Grease Suppliers,6375.2345,116.75,US pound
49097,Finished Parts Shop,4999.6105,93.40,US pound
49098,Economy Center,1242.8518,23.35,US pound
49099,Totes & Baskets Company,78580.1157,7350.00,Gram
49099,Totes & Baskets Company,78580.1157,1786.07,US pound
49100,Bikes and Motorbikes,17060.9144,657.90,US pound
49101,Bike Experts,25503.1481,415.80,US pound
49102,Professional Cyclists,606.996,7.08,US pound
49103,National Manufacturing,17494.4072,1050.00,Gram
49103,National Manufacturing,17494.4072,356.40,US pound
49104,Mountain Bike Center,44669.7475,1014.77,US pound
49105,Permanent Finish Products,25187.5169,503.91,US pound
49106,Primary Bike Distributors,15161.9116,622.69,US pound
49108,Wholesale Bikes,1409.382,59.69,US pound
49109,Highway Bike Shop,6577.116,274.61,US pound
49111,Mechanical Products Ltd.,4228.146,176.49,US pound
49112,Moderately-Priced Bikes Store,5054.5996,94.66,US pound
49113,Fashionable Department Stores,25124.6122,383.28,US pound
49114,Frugal Bike Shop,33016.168,710.86,US pound
49115,Bike Boutique,20038.3553,3150.00,Gram
49115,Bike Boutique,20038.3553,371.61,US pound
49116,Fun Times Club,41513.136,1050.00,Gram
49116,Fun Times Club,41513.136,951.59,US pound
49117,Executive Gift Store,24520.0453,454.58,US pound
49118,Metropolitan Equipment,53917.6388,7350.00,Gram
49118,Metropolitan Equipment,53917.6388,1223.20,US pound
